supplier_id,company_name,classification,ownership_percentage,distance_from_mine_km,registration_date,primary_category,secondary_category,annual_revenue_usd,certification_status,contact_person,phone,email,address,tax_id,employees_count,founded_year,website
SUP0095,"Mcbride, Byrd and Oliver Ghana Limited",Ghanaian Registered,6.3,252.2,2019-12-10,Fuel & Lubricants,Catering Services,1829675.23,Pending,Peter Thompson,(433)620-6163,renee11@example.com,"8709 Rodriguez Drive Apt. 999, North Annaville, WY 37999",TIN65625330,35,2019,www.mcbridebyrdandoliverghana.com.gh
SUP0096,"Beard, Ghana Limited",Ghanaian Participation,33.2,113.6,2016-02-23,Supplies & Materials,Electrical Services,1245584.64,Certified,Laura Kennedy,(746)529-9606,,"4713 Kevin Summit Suite 546, East Scottchester, WA 64000",TIN29806690,9,2016,www.beardghana.com.gh
SUP0097,"Camacho, Ghana Ltd",Ghanaian Participation,36.9,292.5,2006-07-08,Mechanical Services,Consulting Services,14144870.87,Certified,Eric Hunter,(289)902-3303,hulljanet@example.com,"610 Nathan Ranch Suite 279, Maxview, WA 90790",TIN79519112,278,2006,www.camachoghana.com.gh
SUP0098,Mitchell West Africa Ltd,Ghanaian Participation,25.4352,54.4,2023-01-26,Safety Equipment,Consulting Services,808051.47,Certified,Scott Chan,933.434.6800,carolynsmith@example.com,"466 Stevens Forge Suite 489, Silvatown, NY 87317",TIN71265269,12,2023,www.mitchellwestafrica.com.gh
SUP0099,Kumasi Industries Co Ltd,Local-Local,84.3,16.8,2014-05-09,Civil Works,Fuel & Lubricants,209783.29,Not Certified,Sara Hoffman,+1-694-541-7154x544,zacharyallen@example.org,"520 Bright Green Suite 660, West Jessica, IN 90458",TIN77750178,2,2014,www.kumasiindustriesco.com.gh
SUP0100,Ghana Mining Services,Local-Local,97.4,19.8,2022-09-11,Maintenance Services,Financial Services,581859.81,Pending,Rachel Knox,,michaelgarner@example.com,"4947 Thomas Way Apt. 738, Port Erinhaven, ME 54647",TIN70407340,9,2022,www.ghanaminingservices.com.gh
SUP0101,Tema Construction Co Ltd,Local-Local,96.0976,11.5,2020-01-24,Equipment Parts,Supplies & Materials,288212.99,Not Certified,Scott Taylor,956.797.2521,lawrencebrown@example.com,"271 Christina Roads, Powellfort, MS 01112",TIN42111036,3,2020,www.temaconstructionco.com.gh
SUP0102,Ferguson Ltd Ghana Limited,Ghanaian Registered,7.6,264.5,2006-01-17,Civil Works,Catering Services,7479066.91,Not Certified,Adrian Morris,430.303.3542x16894,evanskelly@example.net,"2575 Frederick Valleys Suite 033, East Jessica, OR 66644",TIN48349783,122,2006,www.fergusonghana.com.gh
SUP0103,Accra Engineering Co Ltd,Ghanaian Owned,73.0,119.9,2017-02-06,Training Services,Safety Equipment,3106979.92,Certified,Jacob Santos,2642890901,butleromar@example.net,"04618 Dean Squares, South Maria, CT 67555",TIN28572252,27,2017,www.accraengineeringco.com.gh
SUP0104,"Williamson, Ghana Ltd",Ghanaian Participation,29.1,148.6,2011-02-12,Electrical Services,Accounting Services,3404451.07,Certified,Mr. Richard Decker DVM,(264)320-8737x530,conleyelizabeth@example.org,"USS Cummings, FPO AE 34041",TIN38716269,62,2011,www.williamsonghana.com.gh
SUP0105,"Hall, Hinton and Phillips",International,0.0,1595.7,2016-03-15,Catering Services,Mechanical Services,64124690.32,Pending,Brett Thompson,4454561100,michael79@example.com,"5216 Rivers Groves, Vaughnfort, AS 55779",TIN54410148,823,2016,www.company104.com
SUP0106,West Africa Industries,Ghanaian Owned,80.5,187.7,2021-03-08,Transportation & Logistics,IT Services,1893110.93,Pending,Rebecca Wilson,001-702-216-9797x296,timothyfreeman@example.com,"5089 Tiffany Skyway, Aprilville, NE 87233",TIN62274692,12,2021,www.westafricaindustries.com.gh
SUP0107,"Wright, Ghana Limited",Ghanaian Participation,17.3704,220.3,2015-07-13,Supplies & Materials,Construction Services,8236569.05,,Ryan Grant,+1-700-628-7721x753,hunterandrea@example.com,"77971 West Crest, Mcgeetown, CT 53380",TIN50079111,93,2015,www.wrightghana.com.gh
SUP0108,Johnson-Dunn Ghana Limited,Ghanaian Registered,1.7,344.7,2017-08-13,Mechanical Services,Safety Equipment,15194729.6,Not Certified,Rebecca Richmond,+1-948-783-7550x3758,,"4885 Brandon Expressway Suite 261, Cherylborough, DE 51998",TIN83300637,127,2017,www.johnson-dunnghana.com.gh
SUP0109,Ashanti Construction,Ghanaian Owned,60.3,131.9,2019-09-10,Consulting Services,Environmental Services,1343809.77,Pending,Roger Lee,216-809-1779x82708,,"216 Gordon Lights, Pettybury, KY 52650",TIN75181765,23,2019,www.ashanticonstruction.com.gh
SUP0110,Ahafo Solutions Co Ltd,Local-Local,88.5,17.0,2011-03-04,Legal Services,Legal Services,288690.14,Pending,Tracy Chavez,,claudiaroberts@example.com,"PSC 2288, Box 5158, APO AA 76890",TIN32151928,3,2011,www.ahafosolutionsco.com.gh
SUP0111,Golden Trading Ltd,Ghanaian Owned,74.6,56.2,2014-03-28,Electrical Services,Office Supplies,2902787.03,Not Certified,Mary Butler,001-684-460-8106x2003,,"057 Christina Spring, Lake Deborah, MS 31643",TIN98986321,20,2014,www.goldentrading.com.gh
SUP0112,Ahafo Enterprise,Ghanaian Owned,62.7797,129.5,2011-03-10,Equipment Rental,Civil Works,3666662.16,Certified,Rebecca Horton,001-906-566-5800x439,kari89@example.org,"7212 Jill Crest, Williamsview, OH 35135",TIN16749089,24,2011,www.ahafoenterprise.com.gh
SUP0113,Martin LLC,International,0.0,3759.5,2015-07-13,Environmental Services,Electrical Services,39564111.26,Pending,John Pineda,,,"8861 Walker Forest, Markport, IL 99153",TIN38408562,332,2015,www.company112.com
SUP0114,"Moreno, Barajas and Colon Ghana Limited",Ghanaian Registered,6.9099,120.8,2022-12-02,Training Services,Training Services,4417756.8,Pending,Mrs. Maureen Griffin,+1-799-930-5616x4840,pwilliams@example.org,"28801 Ellen Trail, Port Gina, MP 14122",TIN47346970,67,2022,www.morenobarajasandcolonghana.com.gh
SUP0115,Medina Ltd Ghana Limited,Ghanaian Registered,4.6,237.1,2011-02-23,Environmental Services,Catering Services,12353237.6,Pending,Natalie Graham,420-675-0110,andrewsjeremy@example.com,"665 Perry Crest Apt. 919, Lake Melaniestad, NY 14412",TIN12601580,169,2011,www.medinaghana.com.gh
SUP0116,Buchanan-Turner,International,0.0,899.5,2010-09-23,Financial Services,Safety Equipment,51686621.35,Certified,Preston Kim,(207)428-3268x4245,williamsashley@example.com,"3536 Eugene Forges, Jamesburgh, TN 74857",TIN56970882,773,2010,www.company115.com
SUP0117,York PLC Ghana Ltd,Ghanaian Registered,15.4998,378.2,2018-07-28,Laboratory Services,Catering Services,13611417.53,Not Certified,Joshua Roberts,541-339-7552,christine35@example.com,"929 Aguirre Meadow Apt. 053, Lake Jodi, NE 36765",TIN15403355,205,2018,www.yorkplcghana.com.gh
SUP0118,Ahafo Construction Limited,Ghanaian Owned,55.1,70.0,2017-07-01,Construction Services,Fuel & Lubricants,2031716.52,Certified,Brandy Quinn,577.654.7812x9142,,"308 Stephens Plains Suite 256, Port Brittany, PR 38642",TIN42016960,17,2017,www.ahafoconstruction.com.gh
SUP0119,Marshall PLC,International,-0.4453,2037.5,2014-05-02,Equipment Rental,Supplies & Materials,53848204.48,Not Certified,Jack Smith,492.982.7229,billy73@example.org,"38567 Keith Canyon, Dakotahaven, SC 36348",TIN25353091,754,2014,www.company118.com
SUP0120,"Baker, Ghana Limited",Ghanaian Participation,30.6,279.8,2016-06-28,Accounting Services,Environmental Services,9035018.63,Pending,Holly Valdez,984-963-8655,shawdon@example.org,"22259 Donna Mall Suite 177, Clarkburgh, SD 54358",TIN32520277,96,2016,www.bakerghana.com.gh
SUP0121,Sanchez and Sons Ghana Ltd,Ghanaian Registered,17.6,360.4,2011-03-16,Maintenance Services,Medical Services,2962573.78,Certified,Candace Soto,,robinsoncatherine@example.com,"69292 Jackson Spur, Sandrashire, CA 30623",TIN87669750,24,2011,www.sanchezandsonsghana.com.gh
SUP0122,Cruz-Rodriguez,International,0.0,4808.0,2023-10-25,Construction Services,Medical Services,13454973.27,Not Certified,Scott Gordon,(429)212-7990x88117,xboyd@example.org,"76599 Ronald Glens Suite 314, Scotttown, VT 97972",TIN60372847,248,2023,www.company121.com
SUP0123,Ghana Construction Ltd,Ghanaian Owned,87.5,80.6,2012-09-06,Office Supplies,Accounting Services,1988909.88,Not Certified,Laura Wilson,6636565126,ncunningham@example.com,"Unit 6368 Box 8725, DPO AP 73234",TIN42594692,38,2012,www.ghanaconstruction.com.gh
SUP0124,Asante Engineering Ltd,Local-Local,91.0,24.2,2021-04-18,Office Supplies,Transportation & Logistics,253134.31,Pending,Dr. Kenneth Schroeder,(221)437-2138x6589,aoconnell@example.org,"611 Walker Common Apt. 669, Jenniferton, WI 23474",TIN81503856,2,2021,www.asanteengineering.com.gh
SUP0125,Ghana Supplies Co Limited,Ghanaian Owned,68.0,123.8,2011-10-25,Catering Services,Equipment Parts,4768550.46,Not Certified,Jessica Harris,+1-284-430-9883x92053,,"380 Samantha Plaza Suite 895, Sylviaview, IN 79978",TIN55799273,40,2011,www.ghanasuppliesco.com.gh
SUP0126,Gibson Ghana Limited,Ghanaian Participation,15.7,80.3,2019-03-07,Supplies & Materials,Security Services,4630793.05,Pending,Debbie Russell,681-984-5184,xhart@example.org,"790 Wilson Cliff Suite 335, Moseshaven, ND 01775",TIN58612055,65,2019,www.gibsonghana.com.gh
SUP0127,"Collier, Wright and Davis Ghana Limited",Ghanaian Registered,6.1,287.2,2011-07-18,Accounting Services,Equipment Rental,6665663.08,,Samantha Jones,,jillsalas@example.org,"521 Samantha Springs, Austinside, AZ 63715",TIN33640702,74,2011,www.collierwrightanddavisghana.com.gh
SUP0128,Oliver-Vasquez,International,0.0,4223.9,2010-06-05,Financial Services,Equipment Parts,42300615.93,Not Certified,Dr. Sheila Henry,001-784-863-9208x67808,stephenmartinez@example.net,"36915 Salazar Green, New Jose, KY 62281",TIN46249845,693,2010,www.company127.com
SUP0129,Ashanti Mining Services,Local-Local,82.7,13.8,2010-05-26,Civil Works,Mechanical Services,402215.47,Not Certified,Grace White,(636)555-6472x92931,mchase@example.org,"0267 Wendy Vista, Kristenport, KS 74181",TIN89520597,2,2010,www.ashantiminingservices.com.gh
SUP0130,"Williams, West Africa Limited",Ghanaian Participation,31.9,163.6,2009-02-20,Consulting Services,Catering Services,11046411.64,Pending,David Combs,775-245-5884,rmartinez@example.net,"5587 Preston Light, Stevenberg, VI 22465",TIN70505620,120,2009,www.williamswestafrica.com.gh
SUP0131,"Morton, Ghana Limited",Ghanaian Participation,48.2,83.3,2022-08-09,Office Supplies,Fuel & Lubricants,1110216.96,Not Certified,Sarah Jones,(653)955-4496,julie87@example.com,"34132 Garcia Circles, Kelleytown, WI 52538",TIN60867083,9,2022,www.mortonghana.com.gh
SUP0132,Brong Services,Ghanaian Owned,85.6884,169.4,2016-02-08,Training Services,Maintenance Services,2646283.55,Pending,Whitney Garcia,+1-421-264-3347x228,,"487 Tara Square Apt. 997, Millsside, ME 46005",TIN38470244,19,2016,www.brongservices.com.gh
SUP0133,Brong Engineering Co Limited,Local-Local,94.7,13.3,2014-08-13,Environmental Services,Fuel & Lubricants,141941.89,Not Certified,Mr. Brandon Parker,(942)640-0825x47807,cannonlauren@example.net,"536 Foster Estates, Claytonbury, KS 10883",TIN47080140,1,2014,www.brongengineeringco.com.gh
SUP0134,West Africa Services Limited,Ghanaian Owned,73.4,92.8,2024-04-11,Catering Services,Consulting Services,2177216.12,Not Certified,David Duran,+1-944-984-6312x241,jackie73@example.com,"021 Adams Stravenue, Acostabury, CO 20251",TIN64549859,28,2024,www.westafricaservices.com.gh
SUP0135,Snyder LLC,International,0.0,4237.4,2013-10-06,Supplies & Materials,Safety Equipment,33560578.22,Certified,Richard Jimenez,(470)551-2046x187,lisa01@example.net,"03718 Thomas Springs Suite 520, West Timothyport, ID 47742",TIN73900135,659,2013,www.company134.com
SUP0136,Volta Industries,Ghanaian Owned,80.233,26.8,2013-04-14,Construction Services,Catering Services,4333864.53,Pending,Sharon Robinson,836-550-2491,novakbianca@example.net,"1327 Gina Junction, North Michaelberg, UT 70801",TIN39742165,29,2013,www.voltaindustries.com.gh
SUP0137,Martinez West Africa Ltd,Ghanaian Participation,28.7888,78.5,2018-05-16,Medical Services,Legal Services,1872104.96,,Justin Newman,(673)906-5240x778,ashleystephens@example.com,"821 Shannon Viaduct Suite 857, Port Danafurt, VA 24819",TIN59529086,15,2018,www.martinezwestafrica.com.gh
SUP0138,Harvey LLC Ghana Limited,Ghanaian Registered,7.4,229.6,2023-06-20,Safety Equipment,Equipment Parts,11042106.37,Pending,Cynthia Le,+1-386-338-7829x45651,conleydavid@example.org,"10967 Williams Forges Apt. 037, South Laurieton, MN 73641",TIN67110154,102,2023,www.harveyllcghana.com.gh
SUP0139,West Africa Logistics Co Ltd,Ghanaian Owned,86.9,175.7,2010-12-09,Accounting Services,Civil Works,3339473.1,Pending,Stephanie Short,001-309-548-0141x381,hlopez@example.net,"861 Craig Squares, Andradeburgh, WY 24145",TIN51154241,44,2010,www.westafricalogisticsco.com.gh
SUP0140,"Morales, Morgan and Moore",International,0.0,1312.7,2016-06-22,Environmental Services,Consulting Services,21080165.27,Certified,Mrs. Heather Edwards DVM,956-965-9398x36845,csmith@example.com,"0433 Smith View, Samanthahaven, OH 75299",TIN35848226,334,2016,www.company139.com
SUP0141,"Moore, Johnson and Kelly",International,0.0,4180.0,2020-03-23,Training Services,Security Services,43311251.99,Not Certified,Jacob Perkins,744.919.6931,tracynolan@example.net,"409 Miller Centers, Michaelchester, MT 16300",TIN81922443,409,2020,www.company140.com
SUP0142,Kumasi Construction Limited,Ghanaian Owned,75.9,145.6,2016-12-15,Financial Services,Supplies & Materials,1844787.1,Pending,Cristina Delgado,,nunezwendy@example.com,"64622 Miller Ports, New Raymondland, MO 66275",TIN89133014,29,2016,www.kumasiconstruction.com.gh
SUP0143,Ayala-Anderson West Africa Ltd,Ghanaian Participation,45.3,119.5,2008-10-02,IT Services,Medical Services,10263060.88,Certified,Justin Freeman,+1-393-389-8331x4659,whenderson@example.org,"2597 Scott Viaduct, East Gina, FL 99818",TIN58436637,106,2008,www.ayala-andersonwestafrica.com.gh
SUP0144,Kumasi Engineering Ltd,Ghanaian Owned,85.5,122.0,2015-10-26,Accounting Services,Safety Equipment,3388806.49,Certified,Angelica Singh,992.240.5147,jason83@example.org,"792 Nicholas Shore Apt. 420, Jamesview, AR 61444",TIN46817443,51,2015,www.kumasiengineering.com.gh
SUP0145,Ahafo Services Co Ltd,Ghanaian Owned,84.3,172.3,2015-08-19,Accounting Services,Equipment Rental,1737499.21,Not Certified,Alejandra Price,351-404-6368x157,vincentellis@example.net,"457 Garner Brook, Gabriellestad, SC 40127",TIN75884623,24,2015,www.ahafoservicesco.com.gh
SUP0146,Asante Services Co Ltd,Local-Local,87.8,10.9,2017-07-21,Supplies & Materials,Supplies & Materials,114878.59,Pending,William Mason,8464084325,blairabigail@example.net,"3926 Browning Isle, Danielsborough, SD 18664",TIN55728776,2,2017,www.asanteservicesco.com.gh
SUP0147,"Weaver, Mcbride and Huffman Ghana Ltd",Ghanaian Registered,9.9899,317.0,2010-10-23,Transportation & Logistics,Environmental Services,15959523.7,Pending,Michael Mills,(362)492-5188,mary20@example.com,"4742 Daniel Ferry Apt. 994, New Jesse, TX 03919",TIN25312516,85,2010,www.weavermcbrideandhuffmanghana.com.gh
SUP0148,Miller-Chan Ghana Limited,Ghanaian Participation,22.9,209.1,2024-06-24,Supplies & Materials,Catering Services,4155986.53,Not Certified,Ryan Harrison,+1-652-867-7223x3060,juliamcneil@example.org,"757 Ronald Trail Apt. 965, Carrshire, PA 70776",TIN94482772,48,2024,www.miller-changhana.com.gh
SUP0149,Volta Services Limited,Local-Local,82.9,8.9,2016-01-18,Equipment Rental,Office Supplies,428152.29,Pending,Sheri Buchanan,517.670.3886x08680,tsanders@example.com,"9082 Gallegos Mission Apt. 812, South Robert, NV 03766",TIN21432787,4,2016,www.voltaservices.com.gh
SUP0150,Accra Enterprise,Ghanaian Owned,58.6,136.6,2013-11-15,Fuel & Lubricants,Fuel & Lubricants,3747328.25,Not Certified,Kevin Marquez,971.745.2111,millspatrick@example.net,"8602 Cunningham Shoals, East Misty, HI 93830",TIN40291214,29,2013,www.accraenterprise.com.gh
SUP0151,Barnes LLC,International,0.0,2130.1,2023-03-13,Equipment Parts,Electrical Services,58842477.91,Pending,Tonya Roberts,,franklintrevor@example.org,"6719 John Plaza Suite 983, East Eddiestad, AZ 19555",TIN69421007,984,2023,www.company150.com
SUP0152,Tema Technical,Ghanaian Owned,53.5,174.2,2019-03-05,Medical Services,Office Supplies,887484.75,Not Certified,Mary Massey,451-901-6224x9998,sarah14@example.com,"68147 David Wall Suite 586, Lake Jason, AR 14827",TIN18083974,6,2019,www.tematechnical.com.gh
SUP0153,Ashanti Enterprise Limited,Local-Local,81.6,18.5,2011-03-01,Laboratory Services,IT Services,986915.64,,Veronica Rice,779-446-9548,ostone@example.com,"343 David Mountain, Lake Melaniechester, MT 06463",TIN98641164,10,2011,www.ashantienterprise.com.gh
SUP0154,Bailey-Shaffer Ghana Ltd,Ghanaian Participation,46.9,168.0,2017-10-22,Consulting Services,Maintenance Services,8220593.52,Not Certified,Martin Vaughn,214-448-8501x556,markmorgan@example.net,"27278 Ford Via Suite 084, Angelatown, IL 76181",TIN20075036,134,2017,www.bailey-shafferghana.com.gh
SUP0155,"Rivera, Hendricks and Flynn",International,0.0,2523.8,2018-06-12,Maintenance Services,Construction Services,52455083.7,Pending,Chase Pittman,868-329-9629x14504,xwiley@example.com,"84215 Kimberly Course Suite 807, East Matthew, NJ 96503",TIN70465583,534,2018,www.company154.com
SUP0156,Ashanti Industries Co Ltd,Ghanaian Owned,64.9,160.1,2015-02-24,Transportation & Logistics,Consulting Services,887287.75,Pending,Emily Murphy,001-318-723-0768x10409,gsmall@example.net,"94353 Justin Place Suite 714, East Joshua, AL 82151",TIN47945817,14,2015,www.ashantiindustriesco.com.gh
SUP0157,"Palmer, Clark and Bell Ghana Ltd",Ghanaian Registered,12.5,248.3,2023-05-03,Catering Services,Legal Services,4694394.3,Certified,Charles Bush,993-221-4958x7020,reyeschristopher@example.com,"545 Jennifer Skyway Apt. 792, Port Leahmouth, CT 60215",TIN45507920,91,2023,www.palmerclarkandbellghana.com.gh
SUP0158,Cohen-Mckinney Ghana Ltd,Ghanaian Registered,3.7,106.6,2009-10-25,Mechanical Services,Security Services,5276123.21,Not Certified,David Walker,+1-345-762-5577x017,,"161 Hawkins Cliffs, Amandafurt, OR 54691",TIN40173413,83,2009,www.cohen-mckinneyghana.com.gh
SUP0159,Volta Trading Co Limited,Ghanaian Owned,54.0,148.9,2010-02-06,Equipment Rental,Catering Services,4426412.83,Certified,David Moore,361.953.9669x5832,vargassteven@example.net,"46191 Murphy Rue Apt. 132, Port Dwayneberg, NV 70133",TIN32269779,36,2010,www.voltatradingco.com.gh
SUP0160,Price-Lane Ghana Ltd,Ghanaian Registered,2.0,358.6,2024-07-22,Fuel & Lubricants,Financial Services,4709363.32,Not Certified,Michael Stewart,001-846-451-9098,bryan80@example.org,"40369 Garrett Station Suite 666, Lake Glenn, DC 25172",TIN48736657,79,2024,www.price-laneghana.com.gh
SUP0161,Golden Enterprise,Ghanaian Owned,72.9,84.5,2014-04-26,Accounting Services,Medical Services,3350710.57,Not Certified,Sarah Ward,,dhanson@example.net,"5326 Becky Vista Apt. 846, Arthurton, OK 63843",TIN64023778,60,2014,www.goldenenterprise.com.gh
SUP0162,"Richardson, Carpenter and Nixon Ghana Limited",Ghanaian Registered,17.4,171.6,2014-08-26,Equipment Parts,Safety Equipment,3900728.48,Pending,Nicholas Fox,001-247-781-8913x71894,harrisonwilliam@example.com,"5442 Heather Ranch Suite 940, Laneshire, AR 86526",TIN68755000,36,2014,www.richardsoncarpenterandnixonghana.com.gh
SUP0163,Lamb-Weber Ghana Ltd,Ghanaian Registered,7.4244,339.5,2012-04-23,Fuel & Lubricants,Transportation & Logistics,22707573.15,Pending,Bradley Wagner,442-994-4401x929,lindsey43@example.com,"1292 Mullins Loop, Youngmouth, VA 84069",TIN53261270,291,2012,www.lamb-weberghana.com.gh
SUP0164,Clark West Africa Ltd,Ghanaian Participation,21.5,248.2,2009-05-21,Catering Services,Consulting Services,3644318.25,Not Certified,Amy Baker,502-876-7478,,"7658 Connor Place, Stephaniechester, RI 85968",TIN87201917,42,2009,www.clarkwestafrica.com.gh
SUP0165,Ashanti Services Co Ltd,Local-Local,91.2,5.0,2012-03-27,Office Supplies,Transportation & Logistics,410876.63,Certified,Frances Adams,749-467-3938,amy01@example.org,"753 King Bypass, New Christopherborough, PA 84135",TIN73149551,7,2012,www.ashantiservicesco.com.gh
SUP0166,Erickson Inc Ghana Limited,Ghanaian Registered,13.1,145.6,2009-06-14,Environmental Services,Maintenance Services,14598122.3,Not Certified,Larry Bennett,001-492-312-4471x74654,kimberly66@example.com,"Unit 4427 Box 1739, DPO AA 23889",TIN68503492,164,2009,www.ericksonincghana.com.gh
SUP0167,Volta Industries Ltd,Ghanaian Owned,94.3,141.9,2022-02-04,Supplies & Materials,Waste Management,2683418.85,Pending,Ashley Fernandez,(939)417-4101x19470,fitzpatrickelizabeth@example.com,"9087 Graham Vista Apt. 830, Finleyfort, DE 74850",TIN54735895,17,2022,www.voltaindustries.com.gh
SUP0168,Brong Supplies Ltd,Ghanaian Owned,52.3,169.0,2019-05-03,Maintenance Services,Training Services,2866118.71,Pending,Wendy Cook,260-815-8517x4328,kentprice@example.org,"1732 James Stravenue Apt. 761, Victormouth, AK 05356",TIN76500726,27,2019,www.brongsupplies.com.gh
SUP0169,Tema Supplies,Local-Local,89.4,20.7,2021-09-21,Safety Equipment,Transportation & Logistics,230853.6,Pending,George Le,(213)987-8293x1027,sanchezdeborah@example.org,"1792 Lisa Coves, South Brookebury, CA 27061",TIN21819185,1,2021,www.temasupplies.com.gh
SUP0170,Rogers-Huff West Africa Limited,Ghanaian Participation,13.5,229.8,2008-04-02,Training Services,Security Services,10648617.2,Pending,Jennifer Martinez,+1-898-425-3092x51142,angela73@example.net,"962 Nichole Common, North Harryland, VT 85927",TIN79067939,109,2008,www.rogers-huffwestafrica.com.gh
SUP0171,"Eaton, Butler and Aguirre Ghana Ltd",Ghanaian Registered,16.8,241.4,2020-11-03,Legal Services,Safety Equipment,5720950.33,Pending,Melissa Harris,+1-348-676-3290x9279,robert83@example.org,"588 Steven Road, West Brian, DE 20059",TIN65465150,87,2020,www.eatonbutlerandaguirreghana.com.gh
SUP0172,Ahafo Construction Co Ltd,Local-Local,83.3,16.7,2010-08-23,Fuel & Lubricants,Supplies & Materials,441399.58,Not Certified,Tracy Wells,(720)905-4364,garciabrian@example.net,"8113 Watkins Islands, Gonzalezmouth, IN 14936",TIN69329732,3,2010,www.ahafoconstructionco.com.gh
SUP0173,Perez-Young Ghana Ltd,Ghanaian Participation,11.5477,126.0,2019-04-14,Environmental Services,Safety Equipment,6811422.48,Certified,Curtis Vance,979-470-6239,dbrooks@example.net,"3520 Juan Creek Suite 762, Jeffreyport, PA 21051",TIN48658617,100,2019,www.perez-youngghana.com.gh
SUP0174,Golden Industries Ltd,Ghanaian Owned,89.6279,25.0,2020-11-02,Construction Services,Laboratory Services,1535076.36,Not Certified,Margaret Carr,(998)931-6873,alexis63@example.org,"290 Baird Canyon, Quinnhaven, AZ 56298",TIN42117961,30,2020,www.goldenindustries.com.gh
SUP0175,"Foster, Pacheco and Horton Ghana Ltd",Ghanaian Registered,2.2,226.8,2013-08-14,Medical Services,Safety Equipment,8039624.54,Certified,Jon Miller,001-206-932-5431x07427,,"701 Barry Isle Apt. 464, Port Gail, RI 44501",TIN84121929,131,2013,www.fosterpachecoandhortonghana.com.gh
SUP0176,Ghana Enterprise Limited,Ghanaian Owned,86.4,28.2,2016-09-27,Security Services,Civil Works,2204608.89,Certified,Amy Dougherty,+1-550-416-5790x55281,john17@example.net,"USNS Mullins, FPO AE 42504",TIN96934122,14,2016,www.ghanaenterprise.com.gh
SUP0177,Hurst-Gordon Ghana Ltd,Ghanaian Registered,1.4,179.0,2014-01-24,Supplies & Materials,Accounting Services,6591060.73,Pending,Anthony Watson,378.581.7884x795,zmiller@example.org,"24127 Nancy Pike, West Robertside, DC 62616",TIN78299645,92,2014,www.hurst-gordonghana.com.gh
SUP0178,Tema Solutions,Ghanaian Owned,53.8,178.5,2011-09-14,Supplies & Materials,Consulting Services,4765623.34,Pending,Jeremy Newman,931-903-8569x5579,ashley42@example.com,"0254 Huber River Apt. 842, Port Jean, MH 87841",TIN83989546,44,2011,www.temasolutions.com.gh
SUP0179,Martin Inc,International,0.0,2431.3,2016-02-21,Equipment Rental,Electrical Services,19962171.95,Certified,Eugene Martinez,452-638-0552x578,knapprichard@example.com,"2088 Holland Hill Suite 492, Morganville, VA 63282",TIN90447099,127,2016,www.company178.com
SUP0180,West Africa Trading Ltd,Local-Local,98.2,17.1,2010-02-24,Environmental Services,Mechanical Services,1230030.59,Pending,Brenda Pierce,506-693-7515x0939,andrewryan@example.com,"637 Morrison Pass, Lake Michaelberg, VT 56552",TIN78147397,14,2010,www.westafricatrading.com.gh
SUP0181,Tema Services Co Ltd,Ghanaian Owned,57.1,84.6,2013-06-08,Financial Services,Medical Services,2236373.13,Not Certified,Jake Mitchell,(847)481-3767x426,thomaskevin@example.net,"Unit 1961 Box 0646, DPO AE 73352",TIN87835998,15,2013,www.temaservicesco.com.gh
SUP0182,Volta Industries Limited,Local-Local,84.7,19.9,2012-06-12,Civil Works,Safety Equipment,1114113.46,Pending,Keith Melendez,626.948.7049,ywalker@example.org,"714 White Spurs Apt. 014, Gambleland, PA 98223",TIN56321751,6,2012,www.voltaindustries.com.gh
SUP0183,Perkins-Cunningham,International,0.0,1644.8,2022-12-06,Training Services,Safety Equipment,25545592.2,Not Certified,Lori Alvarez,001-915-489-0429x025,frank45@example.com,"44818 Katie Falls Apt. 928, Moniqueport, KY 90343",TIN60628276,312,2022,www.company182.com
SUP0184,"Barker, Davis and Carpenter",International,0.0,1382.4,2008-04-24,Civil Works,Training Services,116692511.25,Certified,Alexandria Holmes,(376)852-1328x338,,"PSC 7545, Box 2798, APO AA 23072",TIN42051937,2060,2008,www.company183.com
SUP0185,Ashanti Solutions Limited,Ghanaian Owned,63.5,106.0,2014-01-10,Mechanical Services,Transportation & Logistics,4080887.23,Pending,Alyssa Olsen,822.334.2321,smithtodd@example.com,"89071 Williams Hollow, Port Colinville, PW 79379",TIN73481797,27,2014,www.ashantisolutions.com.gh
SUP0186,Matthews and Sons Ghana Limited,Ghanaian Registered,6.9,252.2,2014-07-13,Electrical Services,Legal Services,19886815.56,Not Certified,Gregory Davis,001-249-555-2893x8911,tamarajackson@example.net,"87592 Nunez Coves, Port Michael, MS 56087",TIN30415230,215,2014,www.matthewsandsonsghana.com.gh
SUP0187,Palmer Group Ghana Limited,Ghanaian Registered,14.6,364.7,2018-12-16,Transportation & Logistics,Equipment Rental,12591574.48,Not Certified,William Martinez,782-975-4801,cruzstephen@example.net,"86463 Patricia Unions Suite 520, Powersfurt, NV 69007",TIN89212676,63,2018,www.palmergroupghana.com.gh
SUP0188,"Rhodes, West Africa Ltd",Ghanaian Participation,38.7,257.4,2022-04-18,Civil Works,Security Services,5523109.33,Not Certified,Vanessa Figueroa,(515)835-3961,tramirez@example.net,"7967 Hernandez Motorway Apt. 147, Hallberg, AK 13556",TIN71327848,77,2022,www.rhodeswestafrica.com.gh
